gain,n. 增加；利润；收获vt. 获得；增加；赚到vi. 增加；获利n. (Gain)人名；(英、匈、法)盖恩
basin,n. 水池；流域；盆地；盆n. (Basin)人名；(俄)巴辛；(法)巴赞
twelfth,adj. 第十二的，第十二个的；十二分之一的n. 第十二；月的第十二日
random,adj. [数] 随机的；任意的；胡乱的n. 随意adv. 胡乱地
gulf,n. 海湾；深渊；分歧；漩涡vt. 吞没
idea,n. 想法；主意；概念
busy,adj. 忙碌的；热闹的；正被占用的vt. 使忙于n. (Busy)人名；(匈)布希；(法)比西
full,adj. 完全的，完整的；满的，充满的；丰富的；完美的；丰满的；详尽的adv. 十分，非常；完全地；整整vt. 把衣服缝得宽大n. 全部；完整
police,n. 警察，警方；治安vt. 监督；管辖；维持治安；为…配备警察adj. 警察的；有关警察的
lucky,adj. 幸运的；侥幸的
transcend,vt. 胜过，超越
historian,n. 历史学家
British,adj. 英国的，大不列颠及北爱尔兰联合王国的；英国人的；英联邦的；大英帝国的n. 英国人
castle,n. 城堡；象棋中的车vt. 置…于城堡中；筑城堡防御n. (Castle)人名；(英)卡斯尔
scream,vi. 尖叫；呼啸；发出尖锐刺耳的声音；令人触目惊心vt. 尖声喊叫；大叫大嚷着要求n. 尖叫声；尖锐刺耳的声音；极其滑稽可笑的人
commitment,n. 承诺，保证；委托；承担义务；献身；花费金钱、时间、人力等
feminine,adj. 女性的；妇女（似）的；阴性的；娇柔的
clarify,vt. 澄清；阐明vi. 得到澄清；变得明晰；得到净化
brave,adj.勇敢的
butterfly,n. 蝴蝶；蝶泳；举止轻浮的人；追求享乐的人
independence,n. 独立性，自立性；自主
distil,vi. 蒸馏；提炼；渗出vt. 蒸馏；提取…的精华；使渗出
judge,n. 法官；裁判员；鉴定人v. 判断；猜测（大小、数量等）；裁判；评价；审判，判决n. (Judge) （美、爱、英）贾奇（人名）
hi,int. 嗨！（表示问候或用以唤起注意）n. (Hi)人名；(柬)希
clothing,n. （总称）[服装] 服装；帆装v. 覆盖（clothe的ing形式）；给…穿衣
foreign,adj. 外国的；外交的；异质的；不相关的
generate,vt. 使形成；发生；生殖；产生物理反应
I,pron. 我n. 碘元素；字母Iabbr. 不及物动词 (intransitive verb)
both,det. 双方，两者pron. 双方，两者adv. 双方都，两者都；不仅……而且……conj. 既……且……；并；两者皆n. (Both) 博特（人名）
slide,"v.(使)滑动,(使)滑行n.滑,滑动,幻灯片"
emperor,n. 皇帝，君主
assess,vt. 评定；估价；对…征税
branch,n. 分支；分公司；分部；树枝；支流；岔路；（血管）分枝v. 发出新枝；岔开，分岔；出现分歧n. (Branch) 布兰奇（人名）
compulsory,adj. 义务的；必修的；被强制的n. （花样滑冰、竞技体操等的）规定动作
steady,adj. 稳定的；不变的；沉着的vi. 稳固vt. 使稳定；稳固；使坚定adv. 稳定地；稳固地n. 关系固定的情侣；固定支架
additional,adj. 附加的，额外的
merge,vt. 合并；使合并；吞没vi. 合并；融合n. (Merge)人名；(意)梅尔杰
university,n. 大学；综合性大学；大学校舍
population,n. 人口；[生物] 种群，[生物] 群体；全体居民；[统计学] 总体
bribe,v. 向……行贿；诱哄（尤指小孩）n. 贿赂；（尤指用来哄小孩做事的）好处n. (Bribe) （美）布里韦（人名）
retail,n. 零售v. 零售，（以某价格）零售；详述；散播（私密消息）adv. 以零售方式adj. 零售的n. (Retail) （印）勒塔伊（人名）
list,"n.目录,名单,列表,序列,数据清单,明细表,条纹,[总称]各种上市证券vt.列出,列于表上,记入名单内,装布条vi.列于表上"
servant,n. 仆人，佣人；公务员；雇工n. (Servant)人名；(西)塞尔万特；(法)塞尔旺
selfish,adj. 自私的；利己主义的
niece,n. 外甥女，侄女n. (Niece)人名；(英)尼斯
staff,"n.棒,杖,杆,支柱,全体职员,[军]参谋机构,[音]五线谱vt.供给人员,充当职员"
bypass,n. 旁路，支路；旁通管，分流术v. 绕过，避开；忽视，不顾（规章制度）；设旁路，迂回
concession,n. 让步；特许（权）；承认；退位
intimidate,vt. 恐吓，威胁；胁迫
sing,vi. 唱歌；歌颂；鸣叫；呼号vt. 唱；用诗赞颂；唱着使n. 演唱；鸣声；呼啸声n. (Sing)人名；(老、德、泰)辛
mobilize,vt. 动员，调动；集合，组织；使…流通；使…松动vi. 组织；动员起来
pig,n. 猪；猪肉vi. 生小猪；像猪一样过活n. 警察（俚语，带有攻击性）
share,v. 分享，共用；分配；有同样的感情（或经历）；分担n. 份，份额；股份；责任，贡献n. (Share) （美）沙雷（人名）
subjective,adj. 主观的；个人的；自觉的
around,"adv.周围,四周,到处,大约,左右 prep.在...周围,四处"
naturally,adv. 自然地自然而然地轻而易举天生地大方地
hose,n. 软管；长筒袜；男性穿的紧身裤vt. 用软管浇水；痛打
cheese,n. [食品] 奶酪；干酪；要人vt. 停止adj. 叛变的；胆小的
fossil,n. 化石；僵化的事物；顽固不化的人adj. 化石的；陈腐的，守旧的
blanket,n. 毛毯，毯子；毯状物，覆盖层adj. 总括的，全体的；没有限制的vt. 覆盖，掩盖；用毯覆盖
senate,n. 参议院，上院；（古罗马的）元老院
compartment,n. [建] 隔间；区划；卧车上的小客房vt. 分隔；划分
there,adv. 在那里；在那边；在那点上int. 你瞧n. 那个地方
snack,n. 小吃，点心；快餐；易办到的事，小事一桩v.  吃点心（或快餐、小吃）
Soviet,n. 苏维埃，苏联政府；苏联人adj. 苏维埃的；苏联的；苏联人的
to," prep.向,往,给...,于...,直到...为止,在...之前,比,对,[表示程度、范围] 到,达 [域] Tonga ,汤加"
project,"n.计划,方案,事业,企业,工程v.设计,计划,投射,放映,射出,发射(导弹等),凸出"
rip,vt. 撕；锯vi. 裂开，被撕裂n. 裂口，裂缝n. (Rip)人名；(塞)里普
suburb,n. 郊区；边缘
dialog,n. 对话；会话
intermittent,adj. 间歇的；断断续续的；间歇性
descent,n. 下降；血统；袭击vt. 除去…的气味；使…失去香味
gentle,adj. 温和的；文雅的vt. 使温和，使驯服n. 蛆，饵n. (Gentle)人名；(英)金特尔
pasture,n. 草地；牧场；牧草vt. 放牧；吃草n. (Pasture)人名；(英)帕斯彻；(法)帕斯蒂尔
careless,adj. 粗心的；无忧无虑的；淡漠的n. (Careless)人名；(英)凯尔利斯
pronounce,vt. 发音；宣判；断言vi. 发音；作出判断
joyful,adj. 欢喜的；令人高兴的
length,n. 长度，长；时间的长短；语音长
degrade,vt. 贬低；使……丢脸；使……降级；使……降解vi. 降级，降低；退化
assign,vt. 分配；指派；[计][数] 赋值vi. 将财产过户（尤指过户给债权人）
exile,n. 流放，充军；放逐，被放逐者；流犯vt. 放逐，流放；使背井离乡
radium,n. [化学] 镭（88号元素符号Ra）
thermal,adj. 热的；热量的；保热的n. 上升的热气流
increasingly,adv. 越来越多地；渐增地
oar,n. 桨；橹；桨手vt. 划（船）vi. 划行
undermine,vt. 破坏，渐渐破坏；挖掘地基
weary,adj. 疲倦的；厌烦的；令人厌烦的vi. 疲倦；厌烦vt. 使疲倦；使厌烦
captain,n. 队长，首领；船长；上尉；海军上校vt. 指挥；率领
alter,vt. 改变，更改vi. 改变；修改n. （Alter）（美、德）阿尔特（人名）
stability,n. 稳定性；坚定，恒心
address,"n.地址,致辞,演讲,说话的技巧vt.向...致辞,演说,写姓名地址,从事,忙于"
excursion,n. 偏移；远足；短程旅行；离题；游览，游览团
island,n. 岛；岛屿；安全岛；岛状物adj. 岛的vt. 孤立；使成岛状n. (Island)人名；(英)艾兰
vex,vt. 使烦恼；使困惑；使恼怒vi. 烦恼
indignant,adj. 愤愤不平的；义愤的
congress,n. 国会；代表大会；会议；社交
amuse,vt. 娱乐；消遣；使发笑；使愉快
unknown,adj. 未知的；陌生的，默默无闻的n. 未知数；未知的事物，默默无闻的人
sow,vt. 播种；散布；使密布vi. 播种n. 母猪n. (Sow)人名；(几、马里、乍、毛里塔、塞内)索乌
visualize,vt. 形象，形象化；想像，设想vi. 显现
instantaneous,adj. 瞬间的；即时的；猝发的
stand,vi. 站立；位于；停滞vt. 使站立；忍受；抵抗n. 站立；立场；看台；停止；货摊；证人席；支架
esthetic,adj. 审美的（等于aesthetic）；感觉的n. 美学；审美家；唯美主义者
mosquito,n. 蚊子
assert,vt. 维护，坚持；断言；主张；声称
worm,"n.虫,蠕虫,蚯蚓,蜗杆,螺纹,小人物;vi.蠕行,慢慢前进;vt.使蠕行,慢慢地走,给(烟草作物)除虫"
analyse,vt. 分析；分解；细察
November,n. 十一月
bureau,n. 局，处；衣柜；办公桌n. (Bureau)人名；(法)比罗
stall,"n.货摊,畜栏,厩,出售摊v.(使)停转,(使)停止,迟延"
stir,v. 搅拌；微动；（使）活动；激发，打动；（非正式）挑拨；传播n. 搅拌；激动；（非正式）监狱
semester,n. 学期；半年
telephone,n. （美）电话；电话机；电话耳机vi. 打电话vt. 打电话给…
limitation,n. 限制；限度；极限；追诉时效；有效期限；缺陷
certainly,adv. 当然；行（用于回答）；必定
advertise,vt. 通知；为…做广告；使突出vi. 做广告，登广告；作宣传
relay,n. 接力赛；轮班，轮换；继电器；中继设备v. 传达，转发；转播；重新铺设
funeral,n. 葬礼；麻烦事adj. 丧葬的，出殡的
buy,vt. 购买；买得起；获得；贿赂；相信n. 购买；所购的物品；合算的东西n. （Buy）（法）比伊（人名）
mark,n. 标志；符号；痕迹；分数vi. 作记号vt. 标志；做标记于；打分数n. （Mark）马克（人名）
recipe,n. 食谱；[临床] 处方；秘诀；烹饪法
shot,n. 发射；炮弹；射手；镜头adj. 用尽的；破旧的；杂色的，闪光的v. 射击（shoot的过去式和过去分词）
shoulder,n. 肩，肩膀；肩部vt. 肩负，承担vi. 用肩推挤，用肩顶
tired,adj. 疲倦的；厌倦的，厌烦的v. 疲倦；对…腻烦（tire的过去分词形式）
vicious,adj. 恶毒的；恶意的；堕落的；有错误的；品性不端的；剧烈的n. (Vicious)人名；(英)维舍斯
pink,"n.粉红色,石竹花,化身,极致,精华adj.粉红的vt.刺,扎,刺痛,使变粉红色vi.变粉红色"
anger,n. 怒，愤怒；忿怒vt. 使发怒，激怒；恼火vi. 发怒；恼火n. (Anger)人名；(罗)安杰尔；(法)安热；(德、捷、瑞典)安格尔
whistle,n. 口哨；汽笛；呼啸声；一套衣服；一手同花色牌v. 吹口哨；发啸叫声；吹哨示意；鸣汽笛；呼啸而行
meadow,n. 草地；牧场n. (Meadow)人名；(英)梅多
necklace,n. 项链
ant,n. 蚂蚁n. (Ant)人名；(土、芬)安特
transfer,"n.迁移,移动,传递,转移,调任,转帐,过户,转让vt.转移,调转,调任,传递,转让,改变vi.转移,转学,换车"
preserve,vt. 保存；保护；维持；腌；禁猎n. 保护区；禁猎地；（某人或群体的）专门活动；果酱；蜜饯；腌菜
compress,vi. 受压缩小vt. 压缩，压紧；精简
superior,adj. 上级的；优秀的，出众的；高傲的n. 上级，长官；优胜者，高手；长者
besides,prep. 除……之外（还）adv. 况且，再说；此外，以及
incidentally,adv. 顺便；偶然地；附带地
weather,n. 天气；气象；气候；处境vt. 经受住；使风化；侵蚀；使受风吹雨打vi. 风化；受侵蚀；经受风雨adj. 露天的；迎风的n. (Weather)人名；(英)韦瑟
hypothesis,n. 假设
coarse,adj. 粗糙的；粗俗的；下等的
destroy,vt. 破坏；消灭；毁坏
range,n. 范围；幅度；排；山脉vi. （在...内）变动；平行，列为一行；延伸；漫游；射程达到vt. 漫游；放牧；使并列；归类于；来回走动
politician,n. 政治家，政客
gallon,n. 加仑（容量单位）n. (Gallon)人名；(法、意、瑞典)加隆
afflict,vt. 折磨；使痛苦；使苦恼
swim,vi. 游泳；漂浮；浸；眩晕vt. 游过；使浮起n. 游泳；漂浮；眩晕adj. 游泳时穿戴的
perfume,n. 香水；香味vt. 洒香水于…；使…带香味vi. 散发香气
indispensable,adj. 不可缺少的；绝对必要的；责无旁贷的n. 不可缺少之物；必不可少的人
paradise,n. 天堂至福境地
generally,adv. 通常；普遍地，一般地
spiritual,adj. 精神的，心灵的；宗教的；（人）高尚的n. 圣歌（尤指美国南部黑人的）
valley,n. 山谷；流域；溪谷n. (Valley)人名；(英)瓦利；(法)瓦莱
medium,adj. 中间的，中等的；半生熟的；（投球）中速的n. 方法；媒体；媒介；中间物；溶剂；灵媒；中庸
snow,n. 雪，积雪；下雪vi. 降雪vt. 使纷纷落下；使变白n. (Snow)人名；(英)斯诺
pie,n. 馅饼；饼图；爱说话的人vt. 使杂乱
offer,vt. 提供；出价；试图n. 提议；出价；意图；录取通知书vi. 提议；出现；献祭；求婚
temperature,n. 温度；体温；气温；发烧
monthly,adj. 每月的，每月一次的；有效期为一个月的n. 月刊adv. 每月，每月一次
whereby,conj. 凭借；通过…；借以；与…一致adv. 凭此；借以
terrify,vt. 恐吓；使恐怖；使害怕
gaze,vi. 凝视；注视n. 凝视；注视n. （Gaze）（俄、意）加泽；（德）加策（人名）
reliability,n. 可靠性
board,n. 董事会；木板；甲板；膳食vt. 上（飞机、车、船等）；用板盖上；给提供膳宿vi. 寄宿n. (Board)人名；(英、西)博德
imagine,vt. 想象；猜想；臆断vi. 想象；猜想；想象起来
direct,adj. 直接的；直系的；亲身的；恰好的vt. 管理；指挥；导演；指向vi. 指导；指挥adv. 直接地；正好；按直系关系
republic,n. 共和国；共和政体
resonance,n. [力] 共振；共鸣；反响
preparation,n. 预备；准备
probably,adv. 大概；或许；很可能
equilibrium,n. 均衡；平静；保持平衡的能力
steward,n. 管家；乘务员；膳务员；工会管事vi. 当服务员；当管事vt. 管理n. (Steward)人名；(英)斯图尔德
gasoline,n. 汽油
plague,n. 瘟疫，鼠疫；灾祸，天灾；麻烦事，讨厌的人；愿上天降灾难于……（用于诅咒）v. 使折磨，使苦恼；纠缠，缠扰；使得灾祸
business,n. 商业，交易; 生意; 事务，业务; 职业，行业;
slap,"vt.拍,掌击,拍击n.拍,掌击,拍击"
rejoice,vi. 高兴；庆祝vt. 使高兴
faith,n. 信仰；信念；信任；忠实n. (Faith)人名；(匈)福伊特；(英)费思，费丝(女名)；(瑞典)法伊特
God,n. 神；（大写首字母时）上帝vt. 膜拜，崇拜n. (God)人名；(索、阿拉伯)古德
residence,n. 住宅，住处；居住
publicity,n. 宣传，宣扬；公开；广告；注意
pint,n. 品脱；一品脱的量；一品脱牛奶或啤酒n. (Pint)人名；(德、俄、匈)平特
